,prop,subevent,role,causation,hp,metric,corr,pval,exp_count,method,td
60,0,0,1,0,train_batch_per_epoch,MRR,,,9,ULTRA,simple-triple
61,0,0,1,0,train_batch_per_epoch,H@1,,,9,ULTRA,simple-triple
62,0,0,1,0,train_batch_per_epoch,H@3,,,9,ULTRA,simple-triple
63,0,0,1,0,train_batch_per_epoch,H@10,,,9,ULTRA,simple-triple
64,0,0,1,0,train_batch_size,MRR,,,9,ULTRA,simple-triple
65,0,0,1,0,train_batch_size,H@1,,,9,ULTRA,simple-triple
66,0,0,1,0,train_batch_size,H@3,,,9,ULTRA,simple-triple
67,0,0,1,0,train_batch_size,H@10,,,9,ULTRA,simple-triple
68,0,0,1,0,train_num_epoch,MRR,,,9,ULTRA,simple-triple
69,0,0,1,0,train_num_epoch,H@1,,,9,ULTRA,simple-triple
70,0,0,1,0,train_num_epoch,H@3,,,9,ULTRA,simple-triple
71,0,0,1,0,train_num_epoch,H@10,,,9,ULTRA,simple-triple
72,0,0,1,0,batch_per_epoch,MRR,,,9,ULTRA,simple-triple
73,0,0,1,0,batch_per_epoch,H@1,,,9,ULTRA,simple-triple
74,0,0,1,0,batch_per_epoch,H@3,,,9,ULTRA,simple-triple
75,0,0,1,0,batch_per_epoch,H@10,,,9,ULTRA,simple-triple
76,0,0,1,0,batch_size,MRR,,,9,ULTRA,simple-triple
77,0,0,1,0,batch_size,H@1,,,9,ULTRA,simple-triple
78,0,0,1,0,batch_size,H@3,,,9,ULTRA,simple-triple
79,0,0,1,0,batch_size,H@10,,,9,ULTRA,simple-triple
80,0,0,1,0,mode_numeric,MRR,,,9,ULTRA,simple-triple
81,0,0,1,0,mode_numeric,H@1,,,9,ULTRA,simple-triple
82,0,0,1,0,mode_numeric,H@3,,,9,ULTRA,simple-triple
83,0,0,1,0,mode_numeric,H@10,,,9,ULTRA,simple-triple
84,0,0,1,1,ckpt_nb,MRR,0.3689323936863109,0.32853035182439455,9,ULTRA,simple-triple
85,0,0,1,1,ckpt_nb,H@1,0.26352313834736496,0.4932597104489965,9,ULTRA,simple-triple
86,0,0,1,1,ckpt_nb,H@3,0.26352313834736496,0.4932597104489965,9,ULTRA,simple-triple
87,0,0,1,1,ckpt_nb,H@10,0.47434164902525694,0.19702207215775042,9,ULTRA,simple-triple
88,0,0,1,1,train_batch_per_epoch,MRR,,,9,ULTRA,simple-triple
89,0,0,1,1,train_batch_per_epoch,H@1,,,9,ULTRA,simple-triple
90,0,0,1,1,train_batch_per_epoch,H@3,,,9,ULTRA,simple-triple
91,0,0,1,1,train_batch_per_epoch,H@10,,,9,ULTRA,simple-triple
92,0,0,1,1,train_batch_size,MRR,,,9,ULTRA,simple-triple
93,0,0,1,1,train_batch_size,H@1,,,9,ULTRA,simple-triple
